Year,Project Code,Trip No,Location Code,Location,Pot No,Latitude Decimal Degrees,Longitude Decimal Degrees,Specimen No,Number Of Specimens,Recruit Status,Species Code,Sex Code,Width Millimeters,Shell Condition Code,Egg Percent,Egg Development Code,Egg Condition Code,Parasite,Parasite Code,Pot Comment
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,33,1,Pre_Recruit,931,1,118,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,34,1,Pre_Recruit,931,1,130,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,35,1,Pre_Recruit,931,1,120,4,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,36,1,Pre_Recruit,931,1,124,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,37,1,Pre_Recruit,931,1,128,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,38,1,Pre_Recruit,931,1,119,4,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,39,1,Pre_Recruit,931,1,119,4,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,40,1,Pre_Recruit,931,1,127,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,41,1,Pre_Recruit,931,1,133,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,42,1,Pre_Recruit,931,1,127,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,43,1,Pre_Recruit,931,1,131,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,44,1,Pre_Recruit,931,1,137,4,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,45,1,Pre_Recruit,931,1,129,4,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,46,1,Pre_Recruit,931,1,120,3,,,,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,47,1,Mature_Female,931,2,93,3,70,1,1,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,48,1,Mature_Female,931,2,93,3,70,1,1,,,
2019,8,1,16,Glacier Bay,4,58.62411667,-136.2124167,49,1,Mature_Female,931,2,93,3,80,1,1,,,
2019,8,1,16,Glacier Bay,5,58.62835,-136.2003833,,0,,931,,,,,,,,,No crab
2019,8,1,16,Glacier Bay,6,58.64275,-136.1717333,1,1,Juvenile,931,1,96,3,,,,,,
2019,8,1,16,Glacier Bay,6,58.64275,-136.1717333,2,1,Juvenile,931,1,82,3,,,,,,
2019,8,1,16,Glacier Bay,6,58.64275,-136.1717333,3,1,Juvenile,931,1,85,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,1,1,Pre_Recruit,931,1,123,4,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,2,1,Post_Recruit,931,1,150,4,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,3,1,Pre_Recruit,931,1,135,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,4,1,Recruit,931,1,155,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,5,1,Post_Recruit,931,1,147,4,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,6,1,Pre_Recruit,931,1,129,4,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,7,1,Recruit,931,1,155,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,8,1,Recruit,931,1,148,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,9,1,Recruit,931,1,169,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,10,1,Recruit,931,1,142,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,11,1,Recruit,931,1,144,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,12,1,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,13,1,Recruit,931,1,139,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,14,1,Recruit,931,1,164,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,15,1,Recruit,931,1,155,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,16,1,Recruit,931,1,157,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,17,1,Pre_Recruit,931,1,122,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,18,1,Recruit,931,1,151,3,,,,,,
2019,8,1,16,Glacier Bay,7,58.64508333,-136.1348333,19,1,Recruit,931,1,140,3,,,,,,
2019,8,1,16,Glacier Bay,8,58.63031667,-136.1152167,,0,,931,,,,,,,,,No crab
2019,8,1,16,Glacier Bay,9,58.62355,-136.11835,,0,,931,,,,,,,,,No crab
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,1,1,Recruit,931,1,166,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,2,1,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,3,1,Post_Recruit,931,1,172,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,4,1,Pre_Recruit,931,1,127,4,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,5,1,Recruit,931,1,155,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,6,1,Recruit,931,1,157,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,7,1,Recruit,931,1,162,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,8,1,Pre_Recruit,931,1,136,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,9,1,Recruit,931,1,142,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,10,1,Recruit,931,1,157,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,11,1,Pre_Recruit,931,1,132,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,12,1,Pre_Recruit,931,1,131,4,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,13,1,Recruit,931,1,153,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,14,1,Recruit,931,1,148,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,15,1,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,16,1,Recruit,931,1,158,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,17,1,Recruit,931,1,160,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,18,1,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,19,1,Pre_Recruit,931,1,132,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,20,1,Recruit,931,1,160,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,21,1,Recruit,931,1,140,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,22,1,Post_Recruit,931,1,175,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,23,1,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,24,1,Recruit,931,1,150,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,25,1,Recruit,931,1,151,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,26,1,Recruit,931,1,149,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,27,1,Recruit,931,1,163,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,28,1,Pre_Recruit,931,1,137,5,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,29,1,Recruit,931,1,140,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,30,1,Pre_Recruit,931,1,137,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,31,1,Post_Recruit,931,1,163,4,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,32,1,Recruit,931,1,142,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,33,1,Pre_Recruit,931,1,134,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,34,1,Recruit,931,1,162,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,35,1,Recruit,931,1,138,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,36,1,Pre_Recruit,931,1,129,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,37,1,Pre_Recruit,931,1,117,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,38,1,Recruit,931,1,144,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,39,1,Recruit,931,1,153,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,40,1,Recruit,931,1,156,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,41,1,Recruit,931,1,150,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,42,1,Recruit,931,1,159,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,43,1,Recruit,931,1,162,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,44,1,Pre_Recruit,931,1,117,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,45,1,Post_Recruit,931,1,170,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,46,1,Recruit,931,1,163,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,47,1,Recruit,931,1,150,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,48,1,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,49,1,Recruit,931,1,153,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,50,1,Recruit,931,1,163,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,51,1,Recruit,931,1,146,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,52,1,Recruit,931,1,150,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,53,1,Pre_Recruit,931,1,137,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,54,1,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,55,1,Recruit,931,1,152,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,56,1,Recruit,931,1,162,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,57,1,Recruit,931,1,153,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,58,1,Pre_Recruit,931,1,134,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,59,1,Pre_Recruit,931,1,137,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,60,1,Post_Recruit,931,1,172,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,61,1,Recruit,931,1,162,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,62,1,Recruit,931,1,153,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,63,1,Recruit,931,1,160,3,,,,,,
2019,8,1,16,Glacier Bay,10,58.62753333,-136.10485,64,1,Pre_Recruit,931,1,136,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,1,2,Pre_Recruit,931,1,122,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,2,2,Recruit,931,1,148,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,3,2,Pre_Recruit,931,1,132,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,4,2,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,5,2,Recruit,931,1,158,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,6,2,Recruit,931,1,160,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,7,2,Post_Recruit,931,1,139,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,8,2,Pre_Recruit,931,1,130,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,9,2,Recruit,931,1,160,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,10,2,Recruit,931,1,149,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,11,2,Recruit,931,1,141,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,12,2,Recruit,931,1,161,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,13,2,Pre_Recruit,931,1,137,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,14,2,Recruit,931,1,159,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,15,2,Recruit,931,1,150,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,16,2,Recruit,931,1,146,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,17,2,Recruit,931,1,166,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,18,2,Post_Recruit,931,1,139,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,19,2,Pre_Recruit,931,1,136,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,20,2,Post_Recruit,931,1,173,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,21,2,Pre_Recruit,931,1,123,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,22,2,Post_Recruit,931,1,154,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,23,2,Recruit,931,1,155,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,24,2,Recruit,931,1,149,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,25,2,Juvenile,931,1,108,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,26,2,Recruit,931,1,147,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,27,2,Recruit,931,1,156,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,28,1,Recruit,931,1,150,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,29,2,Pre_Recruit,931,1,136,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,30,2,Recruit,931,1,151,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,31,2,Recruit,931,1,156,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,32,2,Recruit,931,1,168,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,33,2,Recruit,931,1,139,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,34,2,Recruit,931,1,158,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,35,2,Recruit,931,1,152,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,36,2,Recruit,931,1,150,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,37,2,Post_Recruit,931,1,144,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,38,2,Recruit,931,1,162,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,39,2,Recruit,931,1,161,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,40,2,Recruit,931,1,160,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,41,2,Pre_Recruit,931,1,134,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,42,2,Recruit,931,1,149,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,43,2,Pre_Recruit,931,1,132,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,44,2,Pre_Recruit,931,1,129,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,45,2,Recruit,931,1,141,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,46,2,Recruit,931,1,165,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,47,2,Pre_Recruit,931,1,124,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,48,2,Recruit,931,1,144,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,49,2,Recruit,931,1,141,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,50,2,Recruit,931,1,158,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,51,2,Post_Recruit,931,1,173,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,52,2,Pre_Recruit,931,1,131,4,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,53,2,Recruit,931,1,165,3,,,,,,
2019,8,1,16,Glacier Bay,11,58.62506667,-136.0959333,54,1,Mature_Female,931,2,100,3,70,1,1,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,1,2,Pre_Recruit,931,1,137,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,2,2,Recruit,931,1,145,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,3,2,Pre_Recruit,931,1,136,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,4,2,Pre_Recruit,931,1,124,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,5,2,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,6,2,Post_Recruit,931,1,139,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,7,2,Pre_Recruit,931,1,135,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,8,2,Post_Recruit,931,1,160,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,9,2,Recruit,931,1,155,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,10,2,Post_Recruit,931,1,150,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,11,2,Recruit,931,1,157,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,12,2,Recruit,931,1,147,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,13,2,Pre_Recruit,931,1,135,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,14,2,Pre_Recruit,931,1,135,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,15,2,Recruit,931,1,153,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,16,2,Pre_Recruit,931,1,136,4,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,17,2,Pre_Recruit,931,1,135,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,18,2,Recruit,931,1,154,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,19,2,Recruit,931,1,165,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,20,2,Recruit,931,1,153,3,,,,,,
2019,8,1,16,Glacier Bay,12,58.62468333,-136.0904333,21,2,Pre_Recruit,931,1,137,4,,,,,,
